HSCode,Name,Metro_Area,City,Admitted2015,Enrolled2015,enrolled2015PctSeniors,campus_url,twelfthcount,allstudentscount,BlackHispMulti,WhiteOther,Color,african_american_percent,hispanic_percent,atRiskPct,ecoDisPct,collegeReadyBothPct
2441400,A & M Consolidated High School,,College Station,36,18,0.044,/districts/college-station-isd/am-consolidated-high-school/,406,1732,0.4,0.6,White,13.6,22.5,0.304,0.333,0.74
2440550,A C Jones High School,,Beeville,4,1,0.006,/districts/beeville-isd/ac-jones-high-school/,170,955,0.84,0.16,Minority,1.7,81.8,0.648,0.6,0.39
2440010,Abilene High School,,Abilene,12,5,0.013,/districts/abilene-isd/abilene-high-school/,393,1925,0.61,0.39,Minority,13.6,44.5,0.498,0.531,0.53
2440075,Alice High School,,Alice,9,7,0.025,/districts/alice-isd/alice-high-school/,282,1402,0.94,0.06,Minority,0.3,94.1,0.475,0.602,0.43
2440125,Amarillo High School,,Amarillo,12,3,0.006,/districts/amarillo-isd/amarillo-high-school/,507,2199,0.27,0.73,White,5,18.3,0.302,0.182,0.72
2442194,Americas High School,,El Paso,18,9,0.02,/districts/socorro-isd/americas-high-school/,448,2329,0.96,0.04,Minority,2.3,94,0.399,0.576,0.52
2442198,Andress High School,,El Paso,4,3,0.007,/districts/el-paso-isd/andress-high-school/,429,1722,0.88,0.12,Minority,11.7,73.9,0.582,0.57,0.42
2440175,Andrews High School,,Andrews,2,1,0.005,/districts/andrews-isd/andrews-high-school/,219,995,0.67,0.33,Minority,2,63,0.374,0.245,0.45
2440269,Athens Senior High School,,Athens,6,3,0.015,/districts/athens-isd/athens-high-school/,201,969,0.59,0.41,Minority,12.4,45,0.619,0.672,0.42
2440475,Bay City High School,,Bay City,5,2,0.009,/districts/bay-city-isd/bay-city-high-school/,221,969,0.71,0.29,Minority,16.2,54,0.535,0.547,0.47
2442199,Bel Air High School,,El Paso,15,3,0.006,/districts/ysleta-isd/bel-air-high-school/,487,2064,0.97,0.03,Minority,0.7,96.5,0.481,0.795,0.49
2440580,Belton High School,,Belton,24,17,0.029,/districts/belton-isd/belton-high-school/,587,2629,0.43,0.57,White,7.5,30.7,0.378,0.379,0.6
2440748,Bonham High School,,Bonham,1,1,0.008,/districts/bonham-isd/bonham-high-school/,121,513,0.29,0.71,White,7.2,17.9,0.476,0.575,0.56
2442200,Bowie High School,,El Paso,8,5,0.02,/districts/el-paso-isd/bowie-high-school/,247,1205,0.99,0.01,Minority,0.3,99.1,0.836,0.853,0.37
2440835,Brenham High School,,Brenham,7,5,0.015,/districts/brenham-isd/brenham-high-school/,327,1414,0.44,0.56,White,18.5,24.2,0.454,0.389,0.56
2440843,Bridge City High School,,Bridge City,2,1,0.005,/districts/bridge-city-isd/bridge-city-high-school/,183,782,0.16,0.85,White,0.9,13.3,0.4,0.279,0.58
2440900,Brownsboro High School,,Brownsboro,4,1,0.005,/districts/brownsboro-isd/brownsboro-high-school/,193,800,0.22,0.78,White,9.8,11.1,0.36,0.465,0.61
2440911,Brownsville Porter High School,,Brownsville,12,2,0.005,/districts/brownsville-isd/porter-high-school/,406,1978,1,0,Minority,0.1,99.7,0.835,0.999,0.26
2440935,Brownwood High School,,Brownwood,2,1,0.006,/districts/brownwood-isd/brownwood-high-school/,180,865,0.46,0.54,White,4.6,38.3,0.446,0.593,0.62
2440955,Bryan High School,,Bryan,13,6,0.016,/districts/bryan-isd/bryan-high-school/,365,2001,0.7,0.3,Minority,18,51.2,0.674,0.647,0.54
2442205,Burges High School,,El Paso,4,2,0.006,/districts/el-paso-isd/burges-high-school/,311,1415,0.94,0.06,Minority,3,90.1,0.708,0.658,0.45
2441000,Burkburnett High School,,Burkburnett,1,1,0.005,/districts/burkburnett-isd/burkburnett-high-school/,196,880,0.25,0.75,White,8.8,11.8,0.463,0.399,0.57
2441025,Burnet High School,,Burnet,9,6,0.031,/districts/burnet-cisd/burnet-high-school/,193,891,0.31,0.69,White,2,26.4,0.398,0.428,0.43
2442101,C C Winn High School,,Eagle Pass,11,8,0.02,/districts/eagle-pass-isd/cc-winn-high-school/,406,2003,0.97,0.03,Minority,0,97.3,0.708,0.781,0.42
2441045,Calallen High School,,Corpus Christi,5,2,0.008,/districts/calallen-isd/calallen-high-school/,261,1239,0.57,0.43,Minority,1.9,54.1,0.39,0.305,0.63
2441049,Caldwell High School,,Caldwell,4,1,0.009,/districts/caldwell-isd/caldwell-high-school/,114,535,0.43,0.57,White,9.7,31.2,0.407,0.409,0.45
2445630,Calhoun High School,,Port Lavaca,5,4,0.017,/districts/calhoun-county-isd/calhoun-high-school/,238,1185,0.64,0.36,Minority,2.9,60.1,0.47,0.485,0.54
2441110,Canton High School,,Canton,4,4,0.032,/districts/canton-isd/canton-high-school/,124,594,0.16,0.84,White,2.9,11.4,0.259,0.305,0.67
2440128,Caprock High School,,Amarillo,3,1,0.003,/districts/amarillo-isd/caprock-high-school/,396,1828,0.77,0.23,Minority,3.4,71.6,0.602,0.749,0.45
2441135,Carrizo Springs High School,,Carrizo Springs,6,4,0.029,/districts/carrizo-springs-cisd/carrizo-springs-high-school/,136,661,0.94,0.06,Minority,0.9,93.2,0.561,0.641,0.41
2441145,Carthage High School,,Carthage,3,3,0.019,/districts/carthage-isd/carthage-high-school/,156,731,0.39,0.61,White,23.4,14.5,0.342,0.436,0.55
2441189,Center High School,,Center,2,2,0.015,/districts/center-isd/center-high-school/,135,723,0.56,0.44,Minority,19.9,35.3,0.473,0.646,0.47
2446115,Central High School,,San Angelo,15,9,0.014,/districts/san-angelo-isd/central-high-school/,648,2089,0.59,0.41,Minority,4.8,53.5,0.39,0.394,0.54
2440495,Central Senior High School,,Beaumont,10,4,0.01,/districts/beaumont-isd/central-senior-high-school/,383,1533,0.98,0.02,Minority,73.5,23,0.393,0.793,0.31
2447120,Chapel Hill High School,,Tyler,4,2,0.011,/districts/chapel-hill-isd-smith/chapel-hill-high-school/,186,1050,0.6,0.4,Minority,19.9,37,0.58,0.61,0.52
2441282,China Spring High School,,China Spring,6,5,0.038,/districts/china-spring-isd/china-spring-high-school/,133,703,0.18,0.82,White,3.7,12.5,0.341,0.202,0.69
2441360,Clint High School,,Clint,4,2,0.013,/districts/clint-isd/clint-high-school/,153,587,0.97,0.03,Minority,0.2,96.8,0.521,0.806,0.5
2441380,Coldspring High School,,Coldspring,2,1,0.008,/districts/coldspring-oakhurst-cisd/coldspring-oakhurst-high-school/,118,491,0.34,0.66,White,24.8,6.9,0.646,0.585,0.34
2441430,Columbus High School,,Columbus,4,3,0.026,/districts/columbus-isd/columbus-high-school/,114,483,0.44,0.56,White,14.5,28.2,0.453,0.451,0.64
2447285,Connally High School,,Waco,4,1,0.008,/districts/connally-isd/connally-high-school/,133,660,0.63,0.37,Minority,33.5,26.2,0.573,0.694,0.36
2440012,Cooper High School,,Abilene,13,10,0.025,/districts/abilene-isd/cooper-high-school/,397,1805,0.5,0.5,Minority,12.5,33.5,0.488,0.489,0.52
2441490,Copperas Cove High School,,Copperas Cove,9,4,0.008,/districts/copperas-cove-isd/copperas-cove-high-school/,482,2150,0.51,0.49,Minority,21.5,21.3,0.325,0.406,0.5
2444342,Coronado High School,,Lubbock,10,8,0.015,/districts/lubbock-isd/coronado-high-school/,519,2090,0.59,0.41,Minority,11.2,46.2,0.413,0.412,0.47
2442212,Coronado High School,,El Paso,45,23,0.04,/districts/el-paso-isd/coronado-high-school/,581,2578,0.8,0.2,Minority,1.2,78.3,0.419,0.418,0.61
2441550,Corsicana High School,,Corsicana,7,3,0.009,/districts/corsicana-isd/corsicana-high-school/,323,1536,0.68,0.32,Minority,17.9,47.9,0.508,0.64,0.51
2441660,Cuero High School,,Cuero,2,1,0.008,/districts/cuero-isd/cuero-high-school/,130,645,0.51,0.49,Minority,12.4,36.9,0.643,0.436,0.57
2441715,Dalhart High School,,Dalhart,2,2,0.018,/districts/dalhart-isd/dalhart-high-school/,110,505,0.5,0.5,Minority,0.4,48.5,0.519,0.426,0.46
2441910,Del Rio High School,,Del Rio,26,12,0.019,/districts/san-felipe-del-rio-cisd/del-rio-high-school/,643,2131,0.94,0.06,Minority,0.6,93.1,0.461,0.685,0.48
2442214,Del Valle High School,,El Paso,4,2,0.005,/districts/ysleta-isd/del-valle-high-school/,396,1825,0.98,0.02,Minority,0,98.2,0.585,0.844,0.55
2441930,Denison Senior High School,,Denison,1,1,0.004,/districts/denison-isd/denison-high-school/,274,1241,0.29,0.71,White,9.3,15,0.459,0.537,0.55
2442045,Donna High School,,Donna,6,1,0.002,/districts/donna-isd/donna-high-school/,408,1890,0.99,0.01,Minority,0.3,99,0.78,0.66,0.54
2444037,Dr Leo Cigarroa High School,,Laredo,7,5,0.016,/districts/laredo-isd/dr-leo-cigarroa-high-school/,307,1539,1,0.01,Minority,0.1,99.3,0.604,0.977,0.43
2442100,Eagle Pass High School,,Eagle Pass,30,17,0.038,/districts/eagle-pass-isd/eagle-pass-high-school/,445,2265,0.98,0.02,Minority,0,98.2,0.481,0.738,0.58
2442277,Eastlake High School,,El Paso,6,3,0.007,/districts/socorro-isd/eastlake-high-school/,435,1846,0.96,0.04,Minority,2.5,92.7,0.414,0.693,0.51
2442217,Eastwood High School,,El Paso,12,6,0.012,/districts/ysleta-isd/eastwood-high-school/,492,2297,0.92,0.09,Minority,1.5,89.4,0.336,0.561,0.54
2442125,Edcouch Elsa High School,,Edcouch,6,4,0.014,/districts/edcouch-elsa-isd/edcouch-elsa-high-school/,277,1341,1,0.01,Minority,0.2,99.3,0.696,0.989,0.46
2442145,Edinburg High School,,Edinburg,16,9,0.021,/districts/edinburg-cisd/edinburg-high-school/,425,2322,0.99,0.01,Minority,0.1,99.1,0.698,0.879,0.4
2442148,Edinburg North High School,,Edinburg,18,6,0.011,/districts/edinburg-cisd/edinburg-north-high-school/,536,2679,0.98,0.02,Minority,0.2,97.3,0.676,0.856,0.48
2442195,El Dorado High School,,El Paso,28,9,0.011,/districts/socorro-isd/el-dorado-high-school/,830,2919,0.93,0.07,Minority,4.4,87.9,0.459,0.65,0.44
2442220,El Paso High School,,El Paso,16,5,0.016,/districts/el-paso-isd/el-paso-high-school/,317,1351,0.93,0.07,Minority,0.7,92.6,0.607,0.64,0.5
2443852,Ellison High School,,Killeen,16,7,0.015,/districts/killeen-isd/ce-ellison-high-school/,469,2636,0.75,0.25,Minority,41.1,27.2,0.626,0.467,0.52
2441500,Flour Bluff High School,,Corpus Christi,18,9,0.02,/districts/flour-bluff-isd/flour-bluff-high-school/,442,1971,0.44,0.56,White,3.7,34.9,0.426,0.292,0.62
2441501,Foy H Moody Science/Health High School,,Corpus Christi,5,1,0.003,/districts/corpus-christi-isd/moody-high-school/,345,1665,0.96,0.04,Minority,2.9,92.9,0.663,0.717,0.39
2442215,Franklin High School,,El Paso,24,10,0.015,/districts/el-paso-isd/franklin-high-school/,665,2743,0.81,0.2,Minority,2.6,76.9,0.541,0.352,0.57
2442605,Fredericksburg High School,,Fredericksburg,6,2,0.009,/districts/fredericksburg-isd/fredericksburg-high-school/,228,960,0.42,0.58,White,0.2,40.8,0.491,0.42,0.57
2447640,Frenship High School,,Wolfforth,9,5,0.011,/districts/frenship-isd/frenship-high-school/,458,2272,0.41,0.59,White,4,34.7,0.283,0.218,0.69
2442670,Gainesville High School,,Gainesville,6,2,0.014,/districts/gainesville-isd/gainesville-high-school/,144,719,0.68,0.32,Minority,6.5,56.7,0.466,0.675,0.46
2442760,Gatesville High School,,Gatesville,3,2,0.011,/districts/gatesville-isd/gatesville-high-school/,190,799,0.25,0.75,White,3.1,18.8,0.357,0.404,0.41
2442790,Giddings High School,,Giddings,3,1,0.007,/districts/giddings-isd/giddings-high-school/,152,641,0.58,0.42,Minority,10.1,47.1,0.534,0.537,0.65
2442805,Gilmer High School,,Gilmer,1,1,0.006,/districts/gilmer-isd/gilmer-high-school/,154,712,0.33,0.67,White,16.2,13.3,0.337,0.527,0.44
2442830,Gladewater High School,,Gladewater,2,1,0.007,/districts/gladewater-isd/gladewater-high-school/,137,541,0.4,0.6,White,22.4,14,0.604,0.327,0.47
2442880,Gonzales High School,,Gonzales,5,4,0.029,/districts/gonzales-isd/gonzales-high-school/,136,686,0.7,0.3,Minority,8.7,60.2,0.585,0.57,0.46
2442910,Graham High School,,Graham,1,1,0.007,/districts/graham-isd/graham-high-school/,141,708,0.28,0.72,White,1,26.4,0.465,0.429,0.6
2442990,Gregory-Portland High School,,Portland,13,9,0.033,/districts/gregory-portland-isd/gregory-portland-high-school/,270,1357,0.56,0.44,Minority,1.8,52.6,0.479,0.323,0.65
2443860,H M King High School,,Kingsville,3,1,0.005,/districts/kingsville-isd/hm-king-high-school/,194,959,0.89,0.11,Minority,3.4,85.4,0.545,0.656,0.38
2443075,Hallsville High School,,Hallsville,2,1,0.004,/districts/hallsville-isd/hallsville-high-school/,274,1342,0.2,0.8,White,7.7,10.6,0.344,0.302,0.55
2446650,Hardin-Jefferson High School,,Sour Lake,4,2,0.014,/districts/hardin-jefferson-isd/hardin-jefferson-high-school/,145,639,0.17,0.83,White,9.9,6.1,0.283,0.261,0.71
2443118,Harker Heights High School,,Harker Heights,15,6,0.012,/districts/killeen-isd/harker-heights-high-school/,503,2351,0.6,0.4,Minority,28.5,23.9,0.493,0.281,0.51
2443125,Harlingen High School,,Harlingen,14,7,0.012,/districts/harlingen-cisd/harlingen-high-school/,579,2013,0.92,0.08,Minority,0.7,91.5,0.577,0.659,0.42
2443124,Harlingen High School South,,Harlingen,21,5,0.011,/districts/harlingen-cisd/harlingen-high-school-south/,438,1604,0.9,0.1,Minority,0.3,89.7,0.652,0.559,0.45
2443236,Henderson Senior High School,,Henderson,2,1,0.005,/districts/henderson-isd/henderson-high-school/,221,960,0.45,0.55,White,16.5,28.2,0.375,0.561,0.68
2443245,Hereford High School,,Hereford,3,2,0.008,/districts/hereford-isd/hereford-high-school/,239,1096,0.84,0.16,Minority,0.5,83.2,0.744,0.742,0.25
2443260,Hidalgo High School,,Hidalgo,9,1,0.005,/districts/hidalgo-isd/hidalgo-high-school/,198,954,1,0,Minority,0,99.8,0.676,0.909,0.41
2443275,Hillsboro High School,,Hillsboro,1,1,0.009,/districts/hillsboro-isd/hillsboro-high-school/,106,471,0.72,0.28,Minority,11.9,58.4,0.522,0.682,0.43
2447552,Hirschi Math And Science Ib,,Wichita Falls,1,1,0.006,/districts/wichita-falls-isd/hirschi-high-school/,169,789,0.65,0.35,Minority,29.5,29.8,0.679,0.747,0.37
2440910,Homer Hanna High School,,Brownsville,26,13,0.024,/districts/brownsville-isd/hanna-high-school/,550,2663,0.98,0.02,Minority,0.1,98.3,0.541,0.856,0.5
2442263,Horizon High School,,El Paso,7,4,0.011,/districts/clint-isd/horizon-high-school/,351,1167,0.97,0.03,Minority,1.4,94.9,0.447,0.87,0.36
2444375,Hudson High School,,Lufkin,4,3,0.017,/districts/hudson-isd/hudson-high-school/,177,779,0.31,0.7,White,5.1,23.5,0.28,0.444,0.46
2443490,Huntington High School,,Huntington,2,1,0.009,/districts/huntington-isd/huntington-high-school/,109,555,0.1,0.9,White,1.1,7,0.517,0.405,0.42
2443500,Huntsville High School,,Huntsville,7,3,0.008,/districts/huntsville-isd/huntsville-high-school/,360,1732,0.54,0.46,Minority,24,28.2,0.527,0.453,0.49
2442223,Irvin High School,,El Paso,5,1,0.003,/districts/el-paso-isd/irvin-high-school/,313,1443,0.96,0.04,Minority,3.8,91.5,0.701,0.808,0.31
2444042,J B Alexander High School,,Laredo,24,15,0.023,/districts/united-isd/john-b-alexander-high-school/,651,2703,0.97,0.03,Minority,0.2,97,0.41,0.562,0.52
2442224,J M Hanks High School,,El Paso,8,2,0.005,/districts/ysleta-isd/jm-hanks-high-school/,399,1859,0.92,0.07,Minority,2.8,89.1,0.508,0.689,0.46
2444043,J W Nixon High School,,Laredo,17,6,0.017,/districts/laredo-isd/nixon-high-school/,359,1961,0.99,0.01,Minority,0.2,99.1,0.583,0.723,0.4
2443600,Jacksonville High School,,Jacksonville,8,3,0.012,/districts/jacksonville-isd/jacksonville-high-school/,249,1228,0.68,0.33,Minority,17.3,48.6,0.58,0.719,0.53
2440912,James Pace High School,,Brownsville,15,7,0.019,/districts/brownsville-isd/pace-high-school/,364,1922,0.99,0.01,Minority,0.2,99.2,0.596,0.966,0.41
2443630,Jasper High School,,Jasper,1,1,0.007,/districts/jasper-isd/jasper-high-school/,135,682,0.57,0.43,Minority,42.4,12.6,0.638,0.648,0.49
2447140,John Tyler High School,,Tyler,5,1,0.002,/districts/tyler-isd/john-tyler-high-school/,462,2147,0.97,0.04,Minority,37.2,58.7,0.627,0.816,0.34
2442147,Johnny Economedes High School,,Edinburg,14,4,0.009,/districts/edinburg-cisd/economedes-high-school/,452,2526,0.99,0.01,Minority,0,99.1,0.741,0.929,0.41
2443845,Kilgore High School,,Kilgore,3,3,0.012,/districts/kilgore-isd/kilgore-high-school/,247,1060,0.49,0.51,White,18.3,26.8,0.413,0.441,0.55
2443850,Killeen High School,,Killeen,15,10,0.022,/districts/killeen-isd/killeen-high-school/,463,2226,0.75,0.26,Minority,38.2,28.9,0.593,0.594,0.45
2443945,La Feria High School,,La Feria,6,3,0.017,/districts/la-feria-isd/la-feria-high-school/,180,899,0.97,0.03,Minority,0.1,97.1,0.337,0.76,0.5
2443950,La Grange High School,,La Grange,4,2,0.015,/districts/la-grange-isd/la-grange-high-school/,137,603,0.38,0.62,White,6.6,28.9,0.303,0.376,0.58
2443960,La Joya High School,,La Joya,18,7,0.014,/districts/la-joya-isd/la-joya-high-school/,506,2478,1,0,Minority,0,99.8,0.822,0.971,0.41
2443940,La Joya Palmview High School,,Mission,18,4,0.009,/districts/la-joya-isd/la-joya-palmview-high-school/,432,2117,1,0,Minority,0,99.8,0.792,0.959,0.47
2447288,La Vega High School,,Waco,3,1,0.007,/districts/la-vega-isd/la-vega-high-school/,136,742,0.83,0.17,Minority,31.3,50.3,0.505,0.759,0.46
2446110,Lake View High School,,San Angelo,2,1,0.004,/districts/san-angelo-isd/lake-view-high-school/,236,1214,0.74,0.27,Minority,3.4,69.3,0.555,0.647,0.39
2444005,Lampasas High School,,Lampasas,7,5,0.023,/districts/lampasas-isd/lampasas-high-school/,217,1018,0.28,0.72,White,3.2,22.7,0.349,0.441,0.48
2444170,Lindale High School,,Lindale,1,1,0.004,/districts/lindale-isd/lindale-high-school/,246,1153,0.24,0.76,White,7.9,13.3,0.265,0.348,0.7
2445240,Little Cypress-Mauriceville High School,,Orange,4,3,0.012,/districts/little-cypress-mauriceville-cisd/little-cypress-mauriceville-high-school/,250,1056,0.19,0.81,White,7.1,8.8,0.516,0.309,0.56
2444220,Livingston High School,,Livingston,2,1,0.004,/districts/livingston-isd/livingston-high-school/,223,1093,0.33,0.67,White,10.7,20.4,0.569,0.591,0.47
2444225,Llano High School,,Llano,3,1,0.009,/districts/llano-isd/llano-high-school/,114,476,0.19,0.81,White,0.2,17,0.525,0.468,0.72
2444280,Longview High School,,Longview,9,4,0.01,/districts/longview-isd/longview-high-school/,408,1920,0.75,0.25,Minority,39.8,33.3,0.558,0.523,0.51
2440921,Lopez High School,,Brownsville,11,4,0.01,/districts/brownsville-isd/lopez-high-school/,407,2122,1,0,Minority,0.1,99.9,0.648,1,0.38
2444315,Los Fresnos High School,,Los Fresnos,27,12,0.02,/districts/los-fresnos-cisd/los-fresnos-high-school/,593,2187,0.97,0.03,Minority,0.1,96.5,0.502,0.805,0.45
2444360,Lubbock High School,,Lubbock,28,12,0.026,/districts/lubbock-isd/lubbock-high-school/,467,2053,0.69,0.31,Minority,5.7,61.3,0.358,0.435,0.53
2444340,Lubbock-Cooper High School,,Lubbock,4,1,0.004,/districts/lubbock-cooper-isd/lubbock-cooper-high-school/,236,1211,0.36,0.64,White,1.1,33.4,0.349,0.291,0.63
2444385,Lufkin High School,,Lufkin,20,10,0.021,/districts/lufkin-isd/lufkin-high-school/,469,2152,0.65,0.35,Minority,27.8,35.4,0.444,0.603,0.48
2446528,Lumberton High School,,Lumberton,3,1,0.004,/districts/lumberton-isd/lumberton-high-school/,246,1149,0.09,0.9,White,0.3,7.8,0.402,0.196,0.69
2444400,Lyford High School,,Lyford,1,1,0.008,/districts/lyford-cisd/lyford-high-school/,120,423,0.99,0.01,Minority,0.2,98.3,0.496,0.742,0.46
2443974,Lyndon B Johnson High School,,Laredo,16,1,0.002,/districts/united-isd/lyndon-b-johnson-high-school/,589,2686,1,0,Minority,0,99.9,0.636,0.921,0.31
2444420,Madisonville High School,,Madisonville,1,1,0.008,/districts/madisonville-cisd/madisonville-high-school/,128,609,0.54,0.46,Minority,22.3,30.9,0.438,0.668,0.45
2444475,Marble Falls High School,,Marble Falls,13,10,0.041,/districts/marble-falls-isd/marble-falls-high-school/,241,1165,0.44,0.56,White,2.7,39.9,0.496,0.527,0.5
2444520,Marshall High School,,Marshall,6,3,0.009,/districts/marshall-isd/marshall-high-school/,318,1386,0.7,0.31,Minority,40.8,27,0.545,0.636,0.43
2444045,Martin High School,,Laredo,3,1,0.003,/districts/laredo-isd/martin-high-school/,367,1858,1,0,Minority,0.1,99.7,0.729,0.823,0.33
2441491,Mary Carroll High School,,Corpus Christi,11,6,0.012,/districts/corpus-christi-isd/carroll-high-school/,501,2211,0.83,0.18,Minority,5.8,76.1,0.541,0.438,0.48
2442243,Maxine L Silva Hlth/Magnet High School,,El Paso,5,3,0.026,/districts/el-paso-isd/maxine-l-silva-magnet-high-school-for-health-professions/,115,573,0.88,0.12,Minority,1.9,86,0.145,0.445,0.91
2444595,McAllen High School,,McAllen,20,12,0.032,/districts/mcallen-isd/mcallen-high-school/,380,2205,0.93,0.08,Minority,0.4,91.8,0.532,0.583,0.47
2444596,McAllen Memorial High School,,McAllen,24,15,0.036,/districts/mcallen-isd/memorial-high-school/,417,2245,0.94,0.06,Minority,0.1,93.2,0.507,0.55,0.62
2445620,Memorial High School,,Port Arthur,10,6,0.014,/districts/port-arthur-isd/memorial-high-school/,426,1524,0.91,0.09,Minority,49.3,41,0.707,0.644,0.33
2444680,Mercedes High School,,Mercedes,6,1,0.004,/districts/mercedes-isd/mercedes-high-school/,232,1114,0.99,0.01,Minority,0,98.9,0.732,0.57,0.51
2444720,Mexia High School,,Mexia,1,1,0.009,/districts/mexia-isd/mexia-high-school/,106,510,0.73,0.28,Minority,27.5,41,0.627,0.641,0.36
2444740,Midland High School,,Midland,17,10,0.017,/districts/midland-isd/midland-high-school/,604,2165,0.64,0.36,Minority,8.6,54.8,0.644,0.216,0.41
2447290,Midway High School,,Waco,12,7,0.014,/districts/midway-isd-mclennan/midway-high-school/,500,2281,0.36,0.64,White,13.2,20.6,0.291,0.251,0.69
2444815,Mineral Wells High School,,Mineral Wells,3,1,0.005,/districts/mineral-wells-isd/mineral-wells-high-school/,193,887,0.41,0.59,White,4.2,35.5,0.549,0.578,0.43
2442270,Mission Early College High School,,El Paso,3,1,0.008,/districts/socorro-isd/mission-early-college-high-school/,127,476,0.95,0.05,Minority,1.1,93.5,0.09,0.723,0.91
2444830,Mission High School,,Mission,14,8,0.021,/districts/mission-cisd/mission-high-school/,373,1909,0.99,0.01,Minority,0,99.1,0.633,0.912,0.43
2444350,Monterey Senior High School,,Lubbock,2,1,0.002,/districts/lubbock-isd/monterey-high-school/,433,2128,0.69,0.31,Minority,11.1,56.1,0.485,0.522,0.4
2442241,Montwood High School,,El Paso,11,6,0.01,/districts/socorro-isd/montwood-high-school/,572,2581,0.95,0.05,Minority,1.4,93.3,0.572,0.584,0.51
2444930,Mount Pleasant High School,,Mount Pleasant,3,1,0.003,/districts/mount-pleasant-isd/mount-pleasant-high-school/,308,1434,0.76,0.25,Minority,11.5,63,0.488,0.759,0.41
2444980,Nacogdoches High School,,Nacogdoches,19,8,0.023,/districts/nacogdoches-isd/nacogdoches-high-school/,353,1623,0.66,0.34,Minority,25.4,39.7,0.675,0.648,0.53
2445005,Navasota High School,,Navasota,4,2,0.015,/districts/navasota-isd/navasota-high-school/,136,717,0.68,0.32,Minority,24,43.9,0.625,0.597,0.47
2445025,Nederland High School,,Nederland,8,5,0.014,/districts/nederland-isd/nederland-high-school/,370,1582,0.26,0.74,White,7.4,17.3,0.406,0.326,0.64
2444599,Nikki Rowe High School,,McAllen,21,12,0.027,/districts/mcallen-isd/rowe-high-school/,449,2157,0.94,0.06,Minority,0.3,93.2,0.617,0.656,0.62
2445195,Odessa Senior High School,,Odessa,11,3,0.005,/districts/ector-county-isd/odessa-high-school/,661,2763,0.85,0.15,Minority,2.3,81.7,0.767,0.321,0.38
2445260,Orangefield High School,,Orangefield,3,1,0.008,/districts/orangefield-isd/orangefield-high-school/,119,530,0.09,0.91,White,0.2,7.5,0.336,0.315,0.6
2440502,Ozen High School,,Beaumont,7,3,0.012,/districts/beaumont-isd/ozen-high-school/,251,1057,0.97,0.03,Minority,75.4,20.6,0.352,0.79,0.36
2445325,Palestine High School,,Palestine,5,2,0.011,/districts/palestine-isd/palestine-high-school/,177,897,0.67,0.33,Minority,26.3,39,0.628,0.635,0.44
2440140,Palo Duro High School,,Amarillo,8,2,0.005,/districts/amarillo-isd/palo-duro-high-school/,405,1940,0.79,0.21,Minority,17.5,59.3,0.669,0.87,0.39
2445415,Pearsall High School,,Pearsall,2,1,0.008,/districts/pearsall-isd/pearsall-high-school/,119,657,0.94,0.07,Minority,0.2,93.2,0.683,0.784,0.34
2445197,Permian High School,,Odessa,6,4,0.006,/districts/ector-county-isd/permian-high-school/,625,2539,0.67,0.33,Minority,5.8,59.8,0.704,0.242,0.47
2440061,Pharr San Juan Alamo T-Stem,,Pharr,3,1,0.009,/districts/pharr-san-juan-alamo-isd/t-stem-early-college-high-school/,109,523,0.98,0.02,Minority,0.2,98.1,0.348,0.751,0.53
2445505,Pharr-San Juan-Alamo High Sch,,San Juan,12,5,0.012,/districts/pharr-san-juan-alamo-isd/psja-high-school/,402,1805,0.99,0.01,Minority,0.1,99.3,0.685,0.875,0.52
2446313,Pharr-San Juan-Alamo North High School,,Pharr,17,7,0.014,/districts/pharr-san-juan-alamo-isd/psja-north-high-school/,498,2129,0.99,0.01,Minority,0.2,99,0.706,0.84,0.39
2442985,Pine Tree High School,,Longview,5,2,0.007,/districts/pine-tree-isd/pine-tree-high-school/,274,1254,0.5,0.5,White,19.4,27.4,0.405,0.477,0.52
2445540,Pittsburg High School,,Pittsburg,4,1,0.007,/districts/pittsburg-isd/pittsburg-high-school/,151,706,0.59,0.41,Minority,19.3,37.7,0.589,0.795,0.46
2446963,Pleasant Grove High School,,Texarkana,3,2,0.013,/districts/pleasant-grove-isd/pleasant-grove-high-school/,151,634,0.21,0.79,White,13.2,4.6,0.385,0.12,0.72
2445625,Port Isabel High School,,Port Isabel,6,3,0.025,/districts/point-isabel-isd/port-isabel-high-school/,120,630,0.9,0.1,Minority,0.2,89.5,0.662,0.592,0.49
2445640,Port Neches-Groves High School,,Port Neches,8,4,0.012,/districts/port-neches-groves-isd/port-neches-groves-high-school/,330,1435,0.24,0.77,White,1.9,19.2,0.394,0.307,0.58
2445713,Progreso High School,,Progreso,3,1,0.007,/districts/progreso-isd/progreso-high-school/,141,564,1,0,Minority,0,99.8,0.706,1,0.36
2440056,Psja Memorial High School,,Alamo,24,9,0.02,/districts/pharr-san-juan-alamo-isd/psja-memorial-high-school/,455,1910,0.99,0.01,Minority,0.1,99.3,0.701,0.892,0.37
2440142,Randall High School,,Amarillo,4,4,0.012,/districts/canyon-isd/randall-high-school/,324,1569,0.27,0.73,White,3,22.7,0.376,0.182,0.64
2441509,Richard King High School,,Corpus Christi,28,18,0.035,/districts/corpus-christi-isd/king-high-school/,515,2540,0.75,0.25,Minority,4.7,68.9,0.512,0.39,0.55
